"etnia","partidos","idade_recod","escolaridade","renda","temp_fil","horas","inf_part","inf_pais","inf_voto","mot_cand","mot_asso","mot_amiz","mot_carg","mot_cesp","mot_convic","mot_conviv","mot_emp","mot_opos","mot_reli","mot_trad","pos_ideol","pos_ideol_part","Part_rej","Part_tol","atvc_reuniao","atvc_comicio","atvc_convencao","atvc_eldir","atvc_panfl","atvc_adm","atvc_recrt","atvc_del","atvc_cand","atvc_internet","atvc_rua","estado"
"132",0,"PT",40,0,1,12,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,"4",NA,"1","1","1","1","1","1",NA,NA,"1","1",NA,NA,5
"133",NA,NA,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",0,"PDT",42,0,1,9,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,10,"10","PT","1","1","1","1","1","1","1","1","1","1",NA,"1",13
"135",1,"PTB",74,1,NA,40,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"136",1,"PP",40,1,NA,20,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"1",NA,"1",NA,"1",20
"137",0,"REDE",34,1,2,4,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,"5",NA,"1","1","1","1","1",NA,"1","1","1",NA,"1",NA,6
"138",1,NA,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"139",1,"PODE",56,0,2,28,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,10,"10","PT","1","1",NA,"1","1",NA,NA,"1",NA,NA,"1","1",25
"140",1,"PODE",31,1,NA,2,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,NA,NA,NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,18
"141",0,NA,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",1,"PP",63,1,1,14,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,10,"10",NA,"2","1","1","1","1","1","1","1",NA,NA,"1","1",25
"143",0,"PV",58,0,NA,13,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"144",1,"PSDB",37,0,NA,25,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"145",1,"PSL",24,0,NA,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"146",0,"PSL",64,1,3,35,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,5,"10","PT","1","1",NA,NA,"1","1",NA,"1",NA,NA,NA,"1",9
"147",1,"PSDB",48,1,NA,22,0,0,0,1,NA,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,"1","1","1","1","1","1","1",NA,NA,"1","1",24
"148",0,"PP",43,0,NA,24,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,15
"149",1,"PP",41,0,1,23,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,7,"9","PT","1","1","1","1","1","1","1","1","1","1",NA,"1",21
"150",1,"MDB",52,1,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"151",1,"PRTB",83,0,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,"7","PT","1","1","1","1","1","1",NA,NA,NA,"1",NA,NA,13
"152",0,"PSB",30,0,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"153",0,"REDE",42,1,2,11,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,"1",NA,"1","1","1","1","1","1",NA,NA,"1",NA,NA,"1",21
"154",0,"PCdoB",22,0,1,5,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1",13
"155",1,"MDB",67,1,2,24,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,4,"5","PT","1","1",NA,"1","1",NA,NA,"1",NA,NA,NA,NA,25
"156",1,NA,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",0,NA,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",0,"PDT",31,0,1,12,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,5,"5",NA,"2","1","1","1","1","1",NA,"1",NA,"1",NA,"1",12
"159",NA,"PV",NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"160",1,NA,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",0,"PV",62,0,NA,44,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,16
"162",1,NA,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",0,NA,64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",1,"PRTB",51,1,2,NA,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,7,"6",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,19
"165",0,"CIDADANIA",28,1,1,4,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,5,"7","PT","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",16
"166",1,"PP",59,0,1,32,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,10,"10","PT","1",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,9
"167",0,"PATRIOTA",63,0,3,9,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,10,"10","PT","1","1",NA,"1",NA,"1","1","1","1","1","1","1",12
"168",1,"PTB",55,1,1,28,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,6,"6","PT","1","1",NA,"1","1","1","1","1",NA,"1","1","1",21
"169",1,"DEM",63,0,NA,42,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"170",0,"DEM",45,1,NA,14,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"171",0,"DEM",38,0,1,20,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,10,"8",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"172",1,"PDT",52,1,NA,15,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,"1",NA,"1","1","1",NA,"1",NA,NA,NA,"1",21
"173",1,NA,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",1,"PSOL",44,1,2,28,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,"2",NA,"1","1",NA,"1","1","1","1","1",NA,"1","1","1",25
"175",0,"PP",60,1,NA,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"176",1,"PSC",49,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"10","PT","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,8
"177",0,"PSB",35,1,NA,17,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"178",1,"PSDB",48,1,NA,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"179",0,"SOLIDARIEDADE",49,0,1,NA,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,5,"1","PT","1","1",NA,"1","1","1",NA,"1","1",NA,"1","1",19
"180",0,"PROS",34,0,1,6,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,5,"5",NA,"3","1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,5
"181",0,"PATRIOTA",60,0,1,36,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,"5","PT","1","1",NA,"1","1",NA,"1","1","1",NA,NA,NA,12
"182",1,"MDB",48,1,3,12,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,5,"5",NA,"2","1","1","1","1",NA,"1","1",NA,"1",NA,NA,2
"183",0,"PT",50,0,1,NA,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,"1",NA,"1","1","1","1","1","1","1","1","1",NA,NA,"1",16
"184",1,"DEM",68,0,NA,49,1,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,4,"4",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,21
"185",0,"PDT",38,0,1,12,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,"1",NA,"1","1","1","1","1","1",NA,"1",NA,"1","1","1",13
"186",1,"PSC",43,1,1,8,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,10,"10",NA,"2","1",NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,6
"187",1,"PSD",40,1,1,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,"11",NA,"2","1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,24
"188",1,"PP",37,0,NA,13,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,NA,NA,NA,NA,"1","1","1","1","1",NA,"1",NA,NA,NA,"1",17
"189",1,"PP",42,1,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"190",1,"SOLIDARIEDADE",40,1,NA,18,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"191",1,NA,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",0,"MDB",73,1,2,51,0,0,0,0,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,7,"9","PT","1","1","1","1",NA,"1",NA,NA,"1",NA,NA,"1",17
"193",1,NA,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",1,"PSL",53,0,2,33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,"9",NA,"3","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",14
"195",0,NA,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"196",0,"CIDADANIA",38,1,2,20,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,"4",NA,"1","1","1","1","1","1","1","1","1","1","1","1",13
"197",1,"PCdoB",38,1,NA,4,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,10
"198",0,"PSDB",42,1,NA,21,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"199",1,"PSD",49,1,NA,22,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,"1","1","1","1","1","1","1","1",NA,"1","1","1",21
"200",1,NA,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",0,"PODE",55,1,3,10,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,5,"5","PT","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,7
"202",1,"PSD",37,1,2,21,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,5,"8","PT","1","1","1","1","1","1","1","1","1","1","1","1",13
"203",1,"MDB",46,1,NA,20,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"204",0,NA,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",0,"PSB",38,0,1,20,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,3,"2",NA,"1","1","1","1","1","1",NA,"1",NA,"1","1","1",21
"206",1,"PV",60,1,3,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,8,"8","PT","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",13
"207",1,"PP",54,0,1,32,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,10,"10","PT","1","1",NA,"1","1","1","1","1",NA,"1","1",NA,25
"208",0,"PSOL",58,1,NA,22,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"209",1,"PL",42,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"6",NA,"2","1","1","1","1","1","1","1","1","1","1","1",13
"210",1,"PSDB",56,1,NA,21,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"211",0,"PL",49,1,3,23,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,7,"10","PT","1","1","1","1","1","1",NA,"1",NA,"1",NA,NA,6
"212",1,"PCdoB",54,1,NA,21,1,0,1,0,1,1,NA,0,1,1,1,0,0,0,1,NA,NA,NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1",20
"213",1,"SOLIDARIEDADE",32,0,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"214",1,"PTB",35,1,NA,17,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,NA,NA,NA,"1","1","1","1",NA,NA,"1","1",NA,NA,NA,NA,13
"215",1,"PATRIOTA",35,1,1,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"5",NA,"1","1",NA,"1",NA,"1",NA,"1","1","1","1",NA,25
"216",1,"PV",56,0,1,32,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,3,"2",NA,"2","1","1","1","1",NA,NA,"1","1","1","1","1",5
"217",1,"PRTB",63,0,NA,18,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,NA,NA,NA,NA,"1",NA,"1","1","1","1","1","1","1",NA,NA,13
"218",0,"REPUBLICANOS",57,0,1,32,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,10,"10",NA,"2","1","1",NA,NA,"1",NA,"1",NA,"1",NA,NA,4
"219",1,NA,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",1,"PODE",38,1,NA,8,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"221",1,"PSOL",27,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"222",1,"PP",61,0,1,14,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,12,"10",NA,"3",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,21
"223",1,"PSOL",38,1,1,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,"2",NA,"1","1",NA,"1","1","1",NA,"1","1","1","1","1",17
"224",0,"PMB",41,1,1,4,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,11,"11",NA,"1","1","1","1","1",NA,NA,"1","1",NA,NA,NA,4
"225",1,"MDB",70,1,NA,48,0,0,1,1,NA,1,0,NA,1,0,1,1,0,1,1,8,"8",NA,"2","1","1","1","1",NA,NA,NA,NA,"1",NA,NA,24
"226",0,NA,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"227",1,"PATRIOTA",47,0,NA,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,"PT","1",NA,"1","1","1","1","1",NA,"1","1","1","1",15
"228",1,"PSB",35,1,NA,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"229",0,"PODE",41,0,1,18,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,5,"5",NA,"2",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,9
"230",0,"PSDB",42,0,NA,20,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"231",0,NA,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",0,"PSOL",58,1,NA,28,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,"1",NA,"1","1",NA,"1","1","1",NA,"1","1","1","1","1",13
"233",1,NA,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",NA,NA,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"235",0,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",0,"PSL",31,0,1,13,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,"7","PT","1","1",NA,NA,NA,"1",NA,"1",NA,"1",NA,NA,16
"237",1,NA,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",0,"PSL",66,0,1,15,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,10,"10",NA,"1","1","1","1","1",NA,"1","1","1","1",NA,NA,5
"239",1,"REPUBLICANOS",53,1,NA,23,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,5
"240",0,"AVANTE",37,1,1,17,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,7,"7",NA,"3","1",NA,"1",NA,NA,"1","1",NA,"1",NA,NA,10
"241",0,"PV",46,0,NA,24,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,17
"242",1,"PV",37,1,1,10,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,4,"5","PT","1","1",NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,25
"243",1,"PT",66,0,1,NA,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,3,"1",NA,"1","1","1","1","1","1","1","1","1",NA,"1","1",19
"244",0,"MDB",58,1,1,34,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,"6",NA,"2","1","1",NA,NA,NA,NA,NA,NA,"1",NA,NA,9
"245",0,"PSOL",25,0,1,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1",NA,"1","1","1","1","1","1","1","1","1","1","1",NA,15
"246",1,"PRTB",70,0,1,43,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,7,"7","PT","1","1","1","1","1","1","1","1","1","1","1","1",13
"247",1,"MDB",48,1,2,34,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,5,"5",NA,"1","1",NA,"1","1",NA,NA,"1","1","1",NA,NA,13
"248",1,NA,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"249",1,"PT",48,1,1,17,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,"2",NA,"1","1",NA,"1","1","1","1","1","1",NA,"1","1",25
"250",0,"PT",47,0,NA,5,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,NA,NA,NA,"2","1","1","1","1","1",NA,"1","1","1","1","1",13
"251",0,"NOVO",23,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"252",1,"PCdoB",30,1,2,9,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,4,"4",NA,"2","1",NA,"1","1",NA,NA,"1",NA,"1","1",NA,5
"253",1,NA,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",1,"PCdoB",43,1,NA,21,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"255",1,"MDB",53,1,2,35,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,6,"5","PT","1","1","1","1","1","1",NA,"1","1","1",NA,NA,25
"256",1,"DEM",46,1,1,12,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,12,"12",NA,"3",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,5
"257",1,"MDB",59,1,NA,27,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"258",1,"PMN",38,1,1,20,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,2,"1",NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,5
"259",1,"AVANTE",65,1,2,46,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,8,"8",NA,"3","1",NA,"1","1",NA,NA,"1","1",NA,NA,NA,19
"260",0,"PSB",39,0,2,9,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,11,"5",NA,"1","1","1","1","1","1","1","1","1",NA,"1","1",17
"261",0,"SOLIDARIEDADE",38,1,1,5,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,5,"5",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,16
"262",1,"PMB",43,1,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"263",1,"PATRIOTA",59,1,NA,24,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,NA,NA,NA,"2",NA,"1",NA,NA,NA,NA,"1","1","1",NA,NA,9
"264",1,"PSD",36,0,1,16,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,6,"7",NA,"2","1","1","1",NA,"1",NA,"1",NA,"1",NA,NA,21
"265",1,"PSL",42,0,1,21,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,11,"11","PT","1",NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,27
"266",1,"SOLIDARIEDADE",40,1,NA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"5",NA,"2","1",NA,"1","1","1",NA,NA,NA,NA,NA,NA,21
"267",1,"PSOL",52,1,2,24,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,"1","PT","1","1","1","1","1","1","1","1","1","1","1","1",13
"268",1,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",1,"PDT",57,1,2,32,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,3,"4",NA,"2","1","1","1","1",NA,NA,"1",NA,"1",NA,"1",19
"270",0,"REPUBLICANOS",45,0,NA,18,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"271",1,"MDB",NA,1,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
